date,symbol,open,high,low,close,volume,turnover
2024-01-02,300095.SZ,8.06,8.17,8.02,8.11,31631.0,26273141.0
2024-01-03,300095.SZ,8.06,8.13,7.96,8.04,27065.0,22239346.0
2024-01-04,300095.SZ,8.05,8.08,7.99,8.03,19882.0,16336122.0
2024-01-05,300095.SZ,8.0,8.12,7.86,7.89,28412.0,23208345.0
2024-01-08,300095.SZ,7.91,7.95,7.69,7.69,26038.0,20761768.0
2024-01-09,300095.SZ,7.72,7.93,7.72,7.77,29022.0,23285241.0
2024-01-10,300095.SZ,7.79,7.85,7.62,7.71,23040.0,18258122.0
2024-01-11,300095.SZ,7.71,7.85,7.67,7.8,26358.0,20957439.0
2024-01-12,300095.SZ,7.75,7.92,7.75,7.8,27902.0,22404146.0
2024-01-15,300095.SZ,7.82,7.82,7.64,7.7,25352.0,20032729.0
2024-01-16,300095.SZ,7.69,7.77,7.54,7.67,33689.0,26346254.0
2024-01-17,300095.SZ,7.67,7.67,7.45,7.45,23928.0,18501361.0
2024-01-18,300095.SZ,7.43,7.47,7.13,7.35,35851.0,26799158.0
2024-01-19,300095.SZ,7.35,7.38,7.19,7.2,27049.0,20154211.0
2024-01-22,300095.SZ,7.18,7.21,6.58,6.67,52714.0,37484184.0
2024-01-23,300095.SZ,6.66,6.74,6.49,6.7,33385.0,22713801.0
2024-01-24,300095.SZ,6.71,6.87,6.5,6.77,35521.0,24493936.0
2024-01-25,300095.SZ,6.8,7.08,6.78,7.08,43655.0,31176874.0
2024-01-26,300095.SZ,7.02,7.19,7.01,7.05,25415.0,18493418.0
2024-01-29,300095.SZ,7.11,7.13,6.68,6.73,40114.0,28138607.0
2024-01-30,300095.SZ,6.71,6.75,6.47,6.48,30674.0,20810187.0
2024-01-31,300095.SZ,6.47,6.52,6.09,6.11,42007.0,27158355.0
2024-02-01,300095.SZ,6.06,6.11,5.88,5.94,41021.0,25375717.0
2024-02-02,300095.SZ,5.95,6.13,5.38,5.63,49751.0,29471362.0
2024-02-05,300095.SZ,5.46,5.66,4.83,4.98,78558.0,41596521.0
2024-02-06,300095.SZ,4.83,5.36,4.66,5.13,69613.0,35997287.0
2024-02-07,300095.SZ,5.13,5.34,4.96,5.06,76571.0,40810493.0
2024-02-08,300095.SZ,5.06,5.72,5.06,5.68,87852.0,48928957.0
2024-02-19,300095.SZ,5.72,5.94,5.7,5.84,54235.0,32560684.0
2024-02-20,300095.SZ,5.82,5.94,5.71,5.9,34019.0,20588947.0
2024-02-21,300095.SZ,5.81,6.12,5.81,5.98,42385.0,26307388.0
2024-02-22,300095.SZ,5.97,6.09,5.9,6.07,32519.0,20238489.0
2024-02-23,300095.SZ,6.08,6.33,6.07,6.31,40380.0,25820969.0
2024-02-26,300095.SZ,6.38,6.75,6.38,6.56,78344.0,52983001.0
2024-02-27,300095.SZ,6.54,6.66,6.43,6.63,64367.0,43501255.0
2024-02-28,300095.SZ,6.64,6.83,6.17,6.2,92682.0,62055223.0
2024-02-29,300095.SZ,6.11,6.48,6.11,6.47,52629.0,34437072.0
2024-03-01,300095.SZ,6.5,6.56,6.41,6.49,48970.0,32734886.0
2024-03-04,300095.SZ,6.51,6.53,6.27,6.41,44761.0,29355043.0
2024-03-05,300095.SZ,6.39,6.4,6.2,6.22,40095.0,25947180.0
2024-03-06,300095.SZ,6.19,6.4,6.18,6.36,59394.0,38694263.0
2024-03-07,300095.SZ,6.44,6.56,6.36,6.36,61548.0,41027952.0
2024-03-08,300095.SZ,6.32,6.43,6.25,6.36,41641.0,27201373.0
2024-03-11,300095.SZ,6.36,6.51,6.35,6.49,66260.0,43925675.0
2024-03-12,300095.SZ,6.55,6.59,6.45,6.59,49190.0,33093835.0
2024-03-13,300095.SZ,6.6,6.71,6.53,6.66,52257.0,35546215.0
2024-03-14,300095.SZ,6.62,6.67,6.45,6.58,44852.0,30298003.0
2024-03-15,300095.SZ,6.58,6.7,6.53,6.69,45271.0,30775037.0
2024-03-18,300095.SZ,6.7,6.95,6.7,6.94,64355.0,45351762.0
2024-03-19,300095.SZ,6.94,6.94,6.81,6.86,56922.0,40212074.0
2024-03-20,300095.SZ,6.88,6.97,6.86,6.94,40156.0,28538043.0
2024-03-21,300095.SZ,6.93,7.14,6.86,7.09,80846.0,58322094.0
2024-03-22,300095.SZ,7.05,7.06,6.86,6.91,64722.0,45998810.0
2024-03-25,300095.SZ,6.87,7.09,6.64,6.68,78128.0,55258627.0
2024-03-26,300095.SZ,6.61,6.75,6.48,6.64,56845.0,38677219.0
2024-03-27,300095.SZ,6.65,6.65,6.38,6.38,52265.0,34741006.0
2024-03-28,300095.SZ,6.53,6.75,6.36,6.66,72395.0,49256678.0
2024-03-29,300095.SZ,6.67,6.96,6.64,6.93,79558.0,55655458.0
2024-04-01,300095.SZ,7.0,7.07,6.85,6.97,69807.0,49750578.0
2024-04-02,300095.SZ,6.99,7.33,6.96,7.04,114184.0,83300969.0
2024-04-03,300095.SZ,6.96,7.05,6.84,6.86,74520.0,52866028.0
2024-04-08,300095.SZ,6.82,6.85,6.55,6.57,56747.0,39020383.0
2024-04-09,300095.SZ,6.54,6.85,6.54,6.83,52949.0,36707843.0
2024-04-10,300095.SZ,6.8,6.94,6.6,6.65,52590.0,36483501.0
2024-04-11,300095.SZ,6.59,6.72,6.48,6.63,36838.0,25135129.0
2024-04-12,300095.SZ,6.63,6.69,6.46,6.47,40173.0,27149853.0
2024-04-15,300095.SZ,6.59,6.89,6.11,6.23,95303.0,63961169.0
2024-04-16,300095.SZ,6.08,6.09,5.56,5.57,99025.0,58897743.0
