date,symbol,open,high,low,close,volume,turnover
2024-05-30,920002.SH,40.22,53.08,39.98,48.06,46214.0,300210249.76
2024-05-31,920002.SH,43.08,48.0,41.55,42.28,30048.0,188074351.94
2024-06-03,920002.SH,42.78,52.83,39.0,50.93,33927.0,212481926.06
2024-06-04,920002.SH,50.22,62.99,49.58,57.36,34893.0,274304680.57
2024-06-05,920002.SH,56.65,58.8,52.36,57.08,28003.0,218488132.98
2024-06-06,920002.SH,58.08,59.92,46.3,46.6,28603.0,213974387.2
2024-06-07,920002.SH,44.72,50.86,43.79,44.85,21993.0,145595242.69
2024-06-11,920002.SH,43.37,43.5,40.94,41.67,18748.0,111979237.36
2024-06-12,920002.SH,41.67,44.48,41.08,41.63,19112.0,114730238.84
2024-06-13,920002.SH,41.65,42.99,40.0,41.5,19237.0,112212237.55
2024-06-14,920002.SH,40.93,43.5,40.58,42.5,18245.0,109730313.33
2024-06-17,920002.SH,41.06,42.0,39.5,40.08,16622.0,94696558.2
2024-06-18,920002.SH,39.88,40.43,39.58,39.83,9875.0,55903198.79
2024-06-19,920002.SH,39.6,42.28,39.54,40.08,15253.0,88130775.73
2024-06-20,920002.SH,39.53,40.34,37.83,38.18,14180.0,78118028.11
2024-06-21,920002.SH,37.55,39.0,36.17,36.65,10232.0,55046901.72
2024-06-24,920002.SH,36.29,36.29,33.81,34.28,9548.0,47252002.02
2024-06-25,920002.SH,34.36,36.29,34.23,35.08,9178.0,46124282.62
2024-06-26,920002.SH,34.49,35.05,32.37,34.53,6891.0,33293599.49
2024-06-27,920002.SH,34.39,37.27,33.79,35.16,10253.0,52354598.43
2024-06-28,920002.SH,34.51,35.42,33.93,34.29,7266.0,35745631.38
2024-07-01,920002.SH,33.93,34.58,33.29,33.36,6277.0,29916712.06
2024-07-02,920002.SH,33.64,33.78,33.0,33.36,5065.0,24027146.05
2024-07-03,920002.SH,33.36,33.4,31.5,31.72,5788.0,26438762.54
2024-07-04,920002.SH,32.06,38.79,31.86,34.58,18473.0,92721533.02
2024-07-05,920002.SH,33.4,34.38,32.13,32.9,12166.0,56915173.57
2024-07-08,920002.SH,32.93,35.84,31.65,35.5,12868.0,61654283.38
2024-07-09,920002.SH,35.23,37.29,34.59,35.43,12098.0,61367709.78
2024-07-10,920002.SH,35.29,36.65,34.5,35.79,8691.0,43834437.04
2024-07-11,920002.SH,36.79,37.36,35.38,35.78,9426.0,48444996.19
2024-07-12,920002.SH,34.73,35.54,33.73,33.95,9603.0,46926141.42
2024-07-15,920002.SH,33.45,34.11,32.83,33.08,4941.0,23270372.32
2024-07-16,920002.SH,33.05,36.8,32.87,36.36,13521.0,67613705.77
2024-07-17,920002.SH,35.93,39.63,35.8,38.83,17907.0,97159709.52
2024-07-18,920002.SH,37.38,37.94,35.34,35.43,11397.0,58668980.16
2024-07-19,920002.SH,34.58,35.94,33.8,34.0,8026.0,39531474.32
