date,symbol,open,high,low,close,volume,turnover
2024-11-29,688449.SH,66.66,70.01,50.93,50.98,497493.0,2884273565.0
2024-12-02,688449.SH,47.0,48.45,43.44,43.74,298016.0,1357855581.0
2024-12-03,688449.SH,44.8,46.97,43.9,44.41,201156.0,912567567.0
2024-12-04,688449.SH,49.0,51.28,45.6,45.85,255652.0,1242600442.0
2024-12-05,688449.SH,42.66,43.58,41.8,41.91,209355.0,888909052.0
2024-12-06,688449.SH,42.0,42.38,40.01,41.22,141950.0,581831863.0
2024-12-09,688449.SH,40.99,41.21,39.78,40.66,102433.0,414387591.0
2024-12-10,688449.SH,42.83,42.83,40.52,40.55,110172.0,454792566.0
2024-12-11,688449.SH,40.0,42.58,39.98,41.96,128366.0,534178891.0
2024-12-12,688449.SH,41.5,41.98,40.25,40.7,89449.0,366157140.0
2024-12-13,688449.SH,40.42,42.49,40.28,41.2,100180.0,412698386.0
2024-12-16,688449.SH,40.56,41.2,40.18,40.23,63987.0,259557098.0
2024-12-17,688449.SH,40.04,40.99,40.04,40.24,62106.0,251888136.0
2024-12-18,688449.SH,40.76,41.99,40.23,41.5,87147.0,359151565.0
2024-12-19,688449.SH,40.52,41.88,40.41,41.19,76084.0,315240841.0
2024-12-20,688449.SH,41.01,43.91,40.81,42.85,132555.0,565057015.0
2024-12-23,688449.SH,43.1,45.82,42.68,43.73,161798.0,717068096.0
2024-12-24,688449.SH,43.73,46.89,42.8,46.89,183883.0,829230511.0
2024-12-25,688449.SH,46.87,48.97,44.87,44.92,173574.0,815832998.0
2024-12-26,688449.SH,44.66,46.25,44.02,45.05,119199.0,540945417.0
2024-12-27,688449.SH,44.11,45.8,43.26,43.75,113537.0,505804973.0
2024-12-30,688449.SH,43.79,43.96,42.16,42.25,71588.0,305948573.0
2024-12-31,688449.SH,42.25,42.3,40.8,40.83,67982.0,281535753.0
2025-01-02,688449.SH,40.81,41.57,40.2,40.71,69859.0,285949101.0
2025-01-03,688449.SH,41.03,42.1,40.39,41.45,83840.0,346260566.0
2025-01-06,688449.SH,41.29,43.11,40.6,43.05,83935.0,352294565.0
2025-01-07,688449.SH,43.18,44.72,42.71,44.69,97699.0,429726661.0
2025-01-08,688449.SH,43.86,44.43,42.82,43.78,85456.0,373245927.0
2025-01-09,688449.SH,43.4,44.33,43.18,43.19,61179.0,266945188.0
2025-01-10,688449.SH,43.09,44.45,42.3,42.34,72363.0,315512855.0
2025-01-13,688449.SH,41.0,41.33,39.0,40.19,76623.0,308197136.0
2025-01-14,688449.SH,40.08,42.7,40.08,42.7,86768.0,361813508.0
2025-01-15,688449.SH,42.8,42.8,41.16,41.36,66063.0,276294477.0
2025-01-16,688449.SH,41.8,42.5,40.85,40.86,57531.0,239082698.0
2025-01-17,688449.SH,40.69,42.26,39.95,41.31,73390.0,301985939.0
2025-01-20,688449.SH,41.7,42.98,41.7,42.37,78279.0,332586606.0
2025-01-21,688449.SH,42.78,43.48,41.7,43.0,84306.0,359905340.0
2025-01-22,688449.SH,43.0,43.1,41.99,42.38,54720.0,232143326.0
2025-01-23,688449.SH,42.78,43.8,42.55,42.71,76421.0,330122630.0
2025-01-24,688449.SH,42.71,43.49,42.3,43.37,67797.0,290842083.0
2025-01-27,688449.SH,43.51,43.65,41.22,41.26,51023.0,216420137.0
2025-02-05,688449.SH,42.41,44.77,42.22,44.22,98480.0,429494740.0
2025-02-06,688449.SH,43.52,46.37,43.52,45.6,108895.0,493840484.0
2025-02-07,688449.SH,45.45,46.25,44.2,45.22,123663.0,562482779.0
