symbol,name,market,csv
601886.SH,江河集团,A股,..\data\a_share\601886.SH.csv
688507.SH,索辰科技,A股,..\data\a_share\688507.SH.csv
300088.SZ,长信科技,A股,..\data\a_share\300088.SZ.csv
600377.SH,宁沪高速,A股,..\data\a_share\600377.SH.csv
300770.SZ,新媒股份,A股,..\data\a_share\300770.SZ.csv
920970.SH,大禹生物,A股,..\data\a_share\920970.SH.csv
002237.SZ,恒邦股份,A股,..\data\a_share\002237.SZ.csv
300923.SZ,研奥股份,A股,..\data\a_share\300923.SZ.csv
600512.SH,腾达建设,A股,..\data\a_share\600512.SH.csv
300523.SZ,辰安科技,A股,..\data\a_share\300523.SZ.csv
600103.SH,青山纸业,A股,..\data\a_share\600103.SH.csv
300011.SZ,鼎汉技术,A股,..\data\a_share\300011.SZ.csv
688299.SH,长阳科技,A股,..\data\a_share\688299.SH.csv
688052.SH,纳芯微,A股,..\data\a_share\688052.SH.csv
002057.SZ,中钢天源,A股,..\data\a_share\002057.SZ.csv
600195.SH,中牧股份,A股,..\data\a_share\600195.SH.csv
000970.SZ,中科三环,A股,..\data\a_share\000970.SZ.csv
600859.SH,王府井,A股,..\data\a_share\600859.SH.csv
301189.SZ,奥尼电子,A股,..\data\a_share\301189.SZ.csv
600597.SH,光明乳业,A股,..\data\a_share\600597.SH.csv
002742.SZ,三圣股份,A股,..\data\a_share\002742.SZ.csv
920275.SH,驱动力,A股,..\data\a_share\920275.SH.csv
920489.SH,佳先股份,A股,..\data\a_share\920489.SH.csv
603739.SH,蔚蓝生物,A股,..\data\a_share\603739.SH.csv
920023.SH,*ST田野,A股,..\data\a_share\920023.SH.csv
300986.SZ,志特新材,A股,..\data\a_share\300986.SZ.csv
688570.SH,天玛智控,A股,..\data\a_share\688570.SH.csv
000739.SZ,普洛药业,A股,..\data\a_share\000739.SZ.csv
603161.SH,科华控股,A股,..\data\a_share\603161.SH.csv
601019.SH,山东出版,A股,..\data\a_share\601019.SH.csv
000488.SZ,ST晨鸣,A股,..\data\a_share\000488.SZ.csv
688050.SH,爱博医疗,A股,..\data\a_share\688050.SH.csv
600461.SH,洪城环境,A股,..\data\a_share\600461.SH.csv
920946.SH,森萱医药,A股,..\data\a_share\920946.SH.csv
600272.SH,开开实业,A股,..\data\a_share\600272.SH.csv
000030.SZ,富奥股份,A股,..\data\a_share\000030.SZ.csv
301020.SZ,密封科技,A股,..\data\a_share\301020.SZ.csv
301267.SZ,华厦眼科,A股,..\data\a_share\301267.SZ.csv
300315.SZ,掌趣科技,A股,..\data\a_share\300315.SZ.csv
605398.SH,新炬网络,A股,..\data\a_share\605398.SH.csv
300700.SZ,岱勒新材,A股,..\data\a_share\300700.SZ.csv
002670.SZ,国盛证券,A股,..\data\a_share\002670.SZ.csv
300324.SZ,旋极信息,A股,..\data\a_share\300324.SZ.csv
300150.SZ,世纪瑞尔,A股,..\data\a_share\300150.SZ.csv
605303.SH,园林股份,A股,..\data\a_share\605303.SH.csv
301086.SZ,鸿富瀚,A股,..\data\a_share\301086.SZ.csv
002727.SZ,一心堂,A股,..\data\a_share\002727.SZ.csv
603880.SH,南卫股份,A股,..\data\a_share\603880.SH.csv
605108.SH,同庆楼,A股,..\data\a_share\605108.SH.csv
000019.SZ,深粮控股,A股,..\data\a_share\000019.SZ.csv
601966.SH,玲珑轮胎,A股,..\data\a_share\601966.SH.csv
002985.SZ,北摩高科,A股,..\data\a_share\002985.SZ.csv
003005.SZ,竞业达,A股,..\data\a_share\003005.SZ.csv
300160.SZ,秀强股份,A股,..\data\a_share\300160.SZ.csv
301165.SZ,锐捷网络,A股,..\data\a_share\301165.SZ.csv
601828.SH,美凯龙,A股,..\data\a_share\601828.SH.csv
601112.SH,振石股份,A股,..\data\a_share\601112.SH.csv
002346.SZ,柘中股份,A股,..\data\a_share\002346.SZ.csv
300724.SZ,捷佳伟创,A股,..\data\a_share\300724.SZ.csv
600529.SH,山东药玻,A股,..\data\a_share\600529.SH.csv
920523.SH,德瑞锂电,A股,..\data\a_share\920523.SH.csv
000507.SZ,珠海港,A股,..\data\a_share\000507.SZ.csv
000856.SZ,冀东装备,A股,..\data\a_share\000856.SZ.csv
000980.SZ,众泰汽车,A股,..\data\a_share\000980.SZ.csv
000032.SZ,深桑达Ａ,A股,..\data\a_share\000032.SZ.csv
600310.SH,广西能源,A股,..\data\a_share\600310.SH.csv
920455.SH,汇隆活塞,A股,..\data\a_share\920455.SH.csv
002919.SZ,名臣健康,A股,..\data\a_share\002919.SZ.csv
603808.SH,歌力思,A股,..\data\a_share\603808.SH.csv
600526.SH,菲达环保,A股,..\data\a_share\600526.SH.csv
920634.SH,新威凌,A股,..\data\a_share\920634.SH.csv
688334.SH,西高院,A股,..\data\a_share\688334.SH.csv
600581.SH,*ST八钢,A股,..\data\a_share\600581.SH.csv
600854.SH,春兰股份,A股,..\data\a_share\600854.SH.csv
603456.SH,九洲药业,A股,..\data\a_share\603456.SH.csv
301206.SZ,三元生物,A股,..\data\a_share\301206.SZ.csv
002016.SZ,世荣兆业,A股,..\data\a_share\002016.SZ.csv
301360.SZ,荣旗科技,A股,..\data\a_share\301360.SZ.csv
600395.SH,盘江股份,A股,..\data\a_share\600395.SH.csv
603197.SH,保隆科技,A股,..\data\a_share\603197.SH.csv
001300.SZ,三柏硕,A股,..\data\a_share\001300.SZ.csv
300378.SZ,鼎捷数智,A股,..\data\a_share\300378.SZ.csv
300350.SZ,华鹏飞,A股,..\data\a_share\300350.SZ.csv
600104.SH,上汽集团,A股,..\data\a_share\600104.SH.csv
920974.SH,凯大催化,A股,..\data\a_share\920974.SH.csv
600196.SH,复星医药,A股,..\data\a_share\600196.SH.csv
688016.SH,心脉医疗,A股,..\data\a_share\688016.SH.csv
002647.SZ,仁东控股,A股,..\data\a_share\002647.SZ.csv
603368.SH,柳药集团,A股,..\data\a_share\603368.SH.csv
920504.SH,博迅生物,A股,..\data\a_share\920504.SH.csv
688395.SH,正弦电气,A股,..\data\a_share\688395.SH.csv
603228.SH,景旺电子,A股,..\data\a_share\603228.SH.csv
002266.SZ,浙富控股,A股,..\data\a_share\002266.SZ.csv
002155.SZ,湖南黄金,A股,..\data\a_share\002155.SZ.csv
301116.SZ,益客食品,A股,..\data\a_share\301116.SZ.csv
603383.SH,顶点软件,A股,..\data\a_share\603383.SH.csv
300357.SZ,我武生物,A股,..\data\a_share\300357.SZ.csv
301022.SZ,海泰科,A股,..\data\a_share\301022.SZ.csv
600004.SH,白云机场,A股,..\data\a_share\600004.SH.csv
002352.SZ,顺丰控股,A股,..\data\a_share\002352.SZ.csv
300003.SZ,乐普医疗,A股,..\data\a_share\300003.SZ.csv
002470.SZ,金正大,A股,..\data\a_share\002470.SZ.csv
301193.SZ,家联科技,A股,..\data\a_share\301193.SZ.csv
603319.SH,美湖股份,A股,..\data\a_share\603319.SH.csv
603776.SH,永安行,A股,..\data\a_share\603776.SH.csv
000935.SZ,四川双马,A股,..\data\a_share\000935.SZ.csv
600192.SH,长城电工,A股,..\data\a_share\600192.SH.csv
000650.SZ,仁和药业,A股,..\data\a_share\000650.SZ.csv
920719.SH,宁新新材,A股,..\data\a_share\920719.SH.csv
600023.SH,浙能电力,A股,..\data\a_share\600023.SH.csv
600825.SH,新华传媒,A股,..\data\a_share\600825.SH.csv
605033.SH,美邦股份,A股,..\data\a_share\605033.SH.csv
600017.SH,日照港,A股,..\data\a_share\600017.SH.csv
605577.SH,龙版传媒,A股,..\data\a_share\605577.SH.csv
601958.SH,金钼股份,A股,..\data\a_share\601958.SH.csv
001367.SZ,海森药业,A股,..\data\a_share\001367.SZ.csv
300656.SZ,民德电子,A股,..\data\a_share\300656.SZ.csv
002005.SZ,ST德豪,A股,..\data\a_share\002005.SZ.csv
002379.SZ,宏桥控股,A股,..\data\a_share\002379.SZ.csv
002970.SZ,锐明技术,A股,..\data\a_share\002970.SZ.csv
300025.SZ,华星创业,A股,..\data\a_share\300025.SZ.csv
300039.SZ,上海凯宝,A股,..\data\a_share\300039.SZ.csv
600211.SH,西藏药业,A股,..\data\a_share\600211.SH.csv
300708.SZ,聚灿光电,A股,..\data\a_share\300708.SZ.csv
301665.SZ,泰禾股份,A股,..\data\a_share\301665.SZ.csv
600797.SH,浙大网新,A股,..\data\a_share\600797.SH.csv
600197.SH,伊力特,A股,..\data\a_share\600197.SH.csv
300889.SZ,爱克股份,A股,..\data\a_share\300889.SZ.csv
301585.SZ,蓝宇股份,A股,..\data\a_share\301585.SZ.csv
002034.SZ,旺能环境,A股,..\data\a_share\002034.SZ.csv
001239.SZ,永达股份,A股,..\data\a_share\001239.SZ.csv
688589.SH,力合微,A股,..\data\a_share\688589.SH.csv
000151.SZ,中成股份,A股,..\data\a_share\000151.SZ.csv
002771.SZ,真视通,A股,..\data\a_share\002771.SZ.csv
603121.SH,华培动力,A股,..\data\a_share\603121.SH.csv
002127.SZ,南极电商,A股,..\data\a_share\002127.SZ.csv
000998.SZ,隆平高科,A股,..\data\a_share\000998.SZ.csv
603351.SH,威尔药业,A股,..\data\a_share\603351.SH.csv
688247.SH,宣泰医药,A股,..\data\a_share\688247.SH.csv
300110.SZ,华仁药业,A股,..\data\a_share\300110.SZ.csv
002274.SZ,华昌化工,A股,..\data\a_share\002274.SZ.csv
000860.SZ,顺鑫农业,A股,..\data\a_share\000860.SZ.csv
603233.SH,大参林,A股,..\data\a_share\603233.SH.csv
000096.SZ,广聚能源,A股,..\data\a_share\000096.SZ.csv
600657.SH,信达地产,A股,..\data\a_share\600657.SH.csv
688107.SH,安路科技,A股,..\data\a_share\688107.SH.csv
920505.SH,九菱科技,A股,..\data\a_share\920505.SH.csv
600008.SH,首创环保,A股,..\data\a_share\600008.SH.csv
002564.SZ,天沃科技,A股,..\data\a_share\002564.SZ.csv
600796.SH,钱江生化,A股,..\data\a_share\600796.SH.csv
600782.SH,新钢股份,A股,..\data\a_share\600782.SH.csv
300066.SZ,三川智慧,A股,..\data\a_share\300066.SZ.csv
002685.SZ,华东重机,A股,..\data\a_share\002685.SZ.csv
003017.SZ,大洋生物,A股,..\data\a_share\003017.SZ.csv
002713.SZ,*ST东易,A股,..\data\a_share\002713.SZ.csv
600906.SH,财达证券,A股,..\data\a_share\600906.SH.csv
600165.SH,ST宁科,A股,..\data\a_share\600165.SH.csv
000869.SZ,张  裕Ａ,A股,..\data\a_share\000869.SZ.csv
300169.SZ,天晟新材,A股,..\data\a_share\300169.SZ.csv
002116.SZ,中国海诚,A股,..\data\a_share\002116.SZ.csv
002003.SZ,伟星股份,A股,..\data\a_share\002003.SZ.csv
300232.SZ,洲明科技,A股,..\data\a_share\300232.SZ.csv
688097.SH,博众精工,A股,..\data\a_share\688097.SH.csv
300996.SZ,普联软件,A股,..\data\a_share\300996.SZ.csv
002454.SZ,松芝股份,A股,..\data\a_share\002454.SZ.csv
300535.SZ,达威股份,A股,..\data\a_share\300535.SZ.csv
688153.SH,唯捷创芯,A股,..\data\a_share\688153.SH.csv
603970.SH,中农立华,A股,..\data\a_share\603970.SH.csv
603079.SH,圣达生物,A股,..\data\a_share\603079.SH.csv
603660.SH,苏州科达,A股,..\data\a_share\603660.SH.csv
600648.SH,外高桥,A股,..\data\a_share\600648.SH.csv
300663.SZ,科蓝软件,A股,..\data\a_share\300663.SZ.csv
600720.SH,中交设计,A股,..\data\a_share\600720.SH.csv
002995.SZ,天地在线,A股,..\data\a_share\002995.SZ.csv
600408.SH,安泰集团,A股,..\data\a_share\600408.SH.csv
301122.SZ,采纳股份,A股,..\data\a_share\301122.SZ.csv
688500.SH,慧辰股份,A股,..\data\a_share\688500.SH.csv
002782.SZ,可立克,A股,..\data\a_share\002782.SZ.csv
300195.SZ,长荣股份,A股,..\data\a_share\300195.SZ.csv
920832.SH,齐鲁华信,A股,..\data\a_share\920832.SH.csv
920819.SH,颖泰生物,A股,..\data\a_share\920819.SH.csv
300240.SZ,飞力达,A股,..\data\a_share\300240.SZ.csv
301202.SZ,朗威股份,A股,..\data\a_share\301202.SZ.csv
300689.SZ,澄天伟业,A股,..\data\a_share\300689.SZ.csv
301097.SZ,天益医疗,A股,..\data\a_share\301097.SZ.csv
000953.SZ,河化股份,A股,..\data\a_share\000953.SZ.csv
688159.SH,有方科技,A股,..\data\a_share\688159.SH.csv
688707.SH,振华新材,A股,..\data\a_share\688707.SH.csv
300119.SZ,瑞普生物,A股,..\data\a_share\300119.SZ.csv
002788.SZ,鹭燕医药,A股,..\data\a_share\002788.SZ.csv
920879.SH,基康技术,A股,..\data\a_share\920879.SH.csv
300374.SZ,中铁装配,A股,..\data\a_share\300374.SZ.csv
300018.SZ,中元股份,A股,..\data\a_share\300018.SZ.csv
600055.SH,万东医疗,A股,..\data\a_share\600055.SH.csv
000090.SZ,天健集团,A股,..\data\a_share\000090.SZ.csv
603107.SH,上海汽配,A股,..\data\a_share\603107.SH.csv
000756.SZ,新华制药,A股,..\data\a_share\000756.SZ.csv
300241.SZ,瑞丰光电,A股,..\data\a_share\300241.SZ.csv
603087.SH,甘李药业,A股,..\data\a_share\603087.SH.csv
601890.SH,亚星锚链,A股,..\data\a_share\601890.SH.csv
300019.SZ,硅宝科技,A股,..\data\a_share\300019.SZ.csv
003000.SZ,劲仔食品,A股,..\data\a_share\003000.SZ.csv
600732.SH,爱旭股份,A股,..\data\a_share\600732.SH.csv
000721.SZ,西安饮食,A股,..\data\a_share\000721.SZ.csv
601061.SH,中信金属,A股,..\data\a_share\601061.SH.csv
300787.SZ,海能实业,A股,..\data\a_share\300787.SZ.csv
600927.SH,永安期货,A股,..\data\a_share\600927.SH.csv
300867.SZ,圣元环保,A股,..\data\a_share\300867.SZ.csv
002920.SZ,德赛西威,A股,..\data\a_share\002920.SZ.csv
605136.SH,丽人丽妆,A股,..\data\a_share\605136.SH.csv
000055.SZ,方大集团,A股,..\data\a_share\000055.SZ.csv
601933.SH,永辉超市,A股,..\data\a_share\601933.SH.csv
300619.SZ,金银河,A股,..\data\a_share\300619.SZ.csv
300355.SZ,蒙草生态,A股,..\data\a_share\300355.SZ.csv
000061.SZ,农 产 品,A股,..\data\a_share\000061.SZ.csv
300481.SZ,濮阳惠成,A股,..\data\a_share\300481.SZ.csv
000156.SZ,华数传媒,A股,..\data\a_share\000156.SZ.csv
000403.SZ,派林生物,A股,..\data\a_share\000403.SZ.csv
605368.SH,蓝天燃气,A股,..\data\a_share\605368.SH.csv
300962.SZ,中金辐照,A股,..\data\a_share\300962.SZ.csv
301296.SZ,新巨丰,A股,..\data\a_share\301296.SZ.csv
688550.SH,瑞联新材,A股,..\data\a_share\688550.SH.csv
300144.SZ,宋城演艺,A股,..\data\a_share\300144.SZ.csv
000972.SZ,*ST中基,A股,..\data\a_share\000972.SZ.csv
002996.SZ,顺博合金,A股,..\data\a_share\002996.SZ.csv
300070.SZ,碧水源,A股,..\data\a_share\300070.SZ.csv
603290.SH,斯达半导,A股,..\data\a_share\603290.SH.csv
300274.SZ,阳光电源,A股,..\data\a_share\300274.SZ.csv
301112.SZ,信邦智能,A股,..\data\a_share\301112.SZ.csv
603517.SH,ST绝味,A股,..\data\a_share\603517.SH.csv
300688.SZ,创业黑马,A股,..\data\a_share\300688.SZ.csv
601033.SH,永兴股份,A股,..\data\a_share\601033.SH.csv
688553.SH,汇宇制药-W,A股,..\data\a_share\688553.SH.csv
600318.SH,新力金融,A股,..\data\a_share\600318.SH.csv
605008.SH,长鸿高科,A股,..\data\a_share\605008.SH.csv
000544.SZ,中原环保,A股,..\data\a_share\000544.SZ.csv
300388.SZ,节能国祯,A股,..\data\a_share\300388.SZ.csv
001226.SZ,拓山重工,A股,..\data\a_share\001226.SZ.csv
600121.SH,郑州煤电,A股,..\data\a_share\600121.SH.csv
600428.SH,中远海特,A股,..\data\a_share\600428.SH.csv
000404.SZ,长虹华意,A股,..\data\a_share\000404.SZ.csv
300126.SZ,锐奇股份,A股,..\data\a_share\300126.SZ.csv
301082.SZ,久盛电气,A股,..\data\a_share\301082.SZ.csv
600721.SH,XD百花医,A股,..\data\a_share\600721.SH.csv
300517.SZ,海波重科,A股,..\data\a_share\300517.SZ.csv
600771.SH,广誉远,A股,..\data\a_share\600771.SH.csv
002332.SZ,仙琚制药,A股,..\data\a_share\002332.SZ.csv
000993.SZ,闽东电力,A股,..\data\a_share\000993.SZ.csv
301314.SZ,科瑞思,A股,..\data\a_share\301314.SZ.csv
603333.SH,尚纬股份,A股,..\data\a_share\603333.SH.csv
600301.SH,华锡有色,A股,..\data\a_share\600301.SH.csv
920271.SH,邦德股份,A股,..\data\a_share\920271.SH.csv
002849.SZ,威星智能,A股,..\data\a_share\002849.SZ.csv
600059.SH,古越龙山,A股,..\data\a_share\600059.SH.csv
300021.SZ,大禹节水,A股,..\data\a_share\300021.SZ.csv
600283.SH,钱江水利,A股,..\data\a_share\600283.SH.csv
002674.SZ,兴业科技,A股,..\data\a_share\002674.SZ.csv
002939.SZ,长城证券,A股,..\data\a_share\002939.SZ.csv
300080.SZ,易成新能,A股,..\data\a_share\300080.SZ.csv
688793.SH,倍轻松,A股,..\data\a_share\688793.SH.csv
002660.SZ,茂硕电源,A股,..\data\a_share\002660.SZ.csv
601798.SH,蓝科高新,A股,..\data\a_share\601798.SH.csv
605500.SH,森林包装,A股,..\data\a_share\605500.SH.csv
002737.SZ,葵花药业,A股,..\data\a_share\002737.SZ.csv
002978.SZ,安宁股份,A股,..\data\a_share\002978.SZ.csv
301428.SZ,世纪恒通,A股,..\data\a_share\301428.SZ.csv
000859.SZ,国风新材,A股,..\data\a_share\000859.SZ.csv
000912.SZ,泸天化,A股,..\data\a_share\000912.SZ.csv
301320.SZ,豪江智能,A股,..\data\a_share\301320.SZ.csv
001210.SZ,金房能源,A股,..\data\a_share\001210.SZ.csv
001225.SZ,和泰机电,A股,..\data\a_share\001225.SZ.csv
300791.SZ,仙乐健康,A股,..\data\a_share\300791.SZ.csv
002201.SZ,九鼎新材,A股,..\data\a_share\002201.SZ.csv
301522.SZ,上大股份,A股,..\data\a_share\301522.SZ.csv
000557.SZ,西部创业,A股,..\data\a_share\000557.SZ.csv
600983.SH,惠而浦,A股,..\data\a_share\600983.SH.csv
601928.SH,凤凰传媒,A股,..\data\a_share\601928.SH.csv
300452.SZ,山河药辅,A股,..\data\a_share\300452.SZ.csv
688486.SH,龙迅股份,A股,..\data\a_share\688486.SH.csv
002032.SZ,苏 泊 尔,A股,..\data\a_share\002032.SZ.csv
000932.SZ,华菱钢铁,A股,..\data\a_share\000932.SZ.csv
301315.SZ,威士顿,A股,..\data\a_share\301315.SZ.csv
600101.SH,明星电力,A股,..\data\a_share\600101.SH.csv
688370.SH,丛麟科技,A股,..\data\a_share\688370.SH.csv
300181.SZ,佐力药业,A股,..\data\a_share\300181.SZ.csv
688737.SH,中自科技,A股,..\data\a_share\688737.SH.csv
688002.SH,睿创微纳,A股,..\data\a_share\688002.SH.csv
600094.SH,大名城,A股,..\data\a_share\600094.SH.csv
603611.SH,XD诺力股,A股,..\data\a_share\603611.SH.csv
688129.SH,东来技术,A股,..\data\a_share\688129.SH.csv
301252.SZ,同星科技,A股,..\data\a_share\301252.SZ.csv
301303.SZ,真兰仪表,A股,..\data\a_share\301303.SZ.csv
002020.SZ,京新药业,A股,..\data\a_share\002020.SZ.csv
600292.SH,电投水电,A股,..\data\a_share\600292.SH.csv
600479.SH,千金药业,A股,..\data\a_share\600479.SH.csv
600459.SH,贵研铂业,A股,..\data\a_share\600459.SH.csv
301289.SZ,国缆检测,A股,..\data\a_share\301289.SZ.csv
600332.SH,白云山,A股,..\data\a_share\600332.SH.csv
600908.SH,无锡银行,A股,..\data\a_share\600908.SH.csv
603630.SH,拉芳家化,A股,..\data\a_share\603630.SH.csv
600120.SH,浙江东方,A股,..\data\a_share\600120.SH.csv
001356.SZ,富岭股份,A股,..\data\a_share\001356.SZ.csv
600176.SH,中国巨石,A股,..\data\a_share\600176.SH.csv
600403.SH,大有能源,A股,..\data\a_share\600403.SH.csv
603610.SH,麒盛科技,A股,..\data\a_share\603610.SH.csv
688093.SH,世华科技,A股,..\data\a_share\688093.SH.csv
002316.SZ,亚联发展,A股,..\data\a_share\002316.SZ.csv
301102.SZ,兆讯传媒,A股,..\data\a_share\301102.SZ.csv
688157.SH,松井股份,A股,..\data\a_share\688157.SH.csv
000707.SZ,双环科技,A股,..\data\a_share\000707.SZ.csv
300990.SZ,同飞股份,A股,..\data\a_share\300990.SZ.csv
688008.SH,澜起科技,A股,..\data\a_share\688008.SH.csv
002562.SZ,兄弟科技,A股,..\data\a_share\002562.SZ.csv
603566.SH,普莱柯,A股,..\data\a_share\603566.SH.csv
000888.SZ,峨眉山Ａ,A股,..\data\a_share\000888.SZ.csv
000930.SZ,中粮科技,A股,..\data\a_share\000930.SZ.csv
600335.SH,国机汽车,A股,..\data\a_share\600335.SH.csv
600754.SH,锦江酒店,A股,..\data\a_share\600754.SH.csv
002287.SZ,奇正藏药,A股,..\data\a_share\002287.SZ.csv
300098.SZ,高新兴,A股,..\data\a_share\300098.SZ.csv
301208.SZ,中亦科技,A股,..\data\a_share\301208.SZ.csv
603199.SH,九华旅游,A股,..\data\a_share\603199.SH.csv
001326.SZ,联域股份,A股,..\data\a_share\001326.SZ.csv
300569.SZ,天能重工,A股,..\data\a_share\300569.SZ.csv
002483.SZ,润邦股份,A股,..\data\a_share\002483.SZ.csv
601801.SH,皖新传媒,A股,..\data\a_share\601801.SH.csv
301001.SZ,凯淳股份,A股,..\data\a_share\301001.SZ.csv
300368.SZ,汇金股份,A股,..\data\a_share\300368.SZ.csv
002563.SZ,森马服饰,A股,..\data\a_share\002563.SZ.csv
600229.SH,城市传媒,A股,..\data\a_share\600229.SH.csv
600857.SH,宁波中百,A股,..\data\a_share\600857.SH.csv
300749.SZ,顶固集创,A股,..\data\a_share\300749.SZ.csv
603639.SH,海利尔,A股,..\data\a_share\603639.SH.csv
300916.SZ,朗特智能,A股,..\data\a_share\300916.SZ.csv
920357.SH,雅葆轩,A股,..\data\a_share\920357.SH.csv
300004.SZ,南风股份,A股,..\data\a_share\300004.SZ.csv
301609.SZ,山大电力,A股,..\data\a_share\301609.SZ.csv
601139.SH,深圳燃气,A股,..\data\a_share\601139.SH.csv
002384.SZ,东山精密,A股,..\data\a_share\002384.SZ.csv
002170.SZ,芭田股份,A股,..\data\a_share\002170.SZ.csv
601328.SH,交通银行,A股,..\data\a_share\601328.SH.csv
600015.SH,华夏银行,A股,..\data\a_share\600015.SH.csv
002972.SZ,科安达,A股,..\data\a_share\002972.SZ.csv
603558.SH,健盛集团,A股,..\data\a_share\603558.SH.csv
002675.SZ,东诚药业,A股,..\data\a_share\002675.SZ.csv
600901.SH,江苏金租,A股,..\data\a_share\600901.SH.csv
001260.SZ,坤泰股份,A股,..\data\a_share\001260.SZ.csv
603021.SH,*ST华鹏,A股,..\data\a_share\603021.SH.csv
600519.SH,贵州茅台,A股,..\data\a_share\600519.SH.csv
688319.SH,欧林生物,A股,..\data\a_share\688319.SH.csv
002131.SZ,利欧股份,A股,..\data\a_share\002131.SZ.csv
688067.SH,爱威科技,A股,..\data\a_share\688067.SH.csv
601238.SH,广汽集团,A股,..\data\a_share\601238.SH.csv
000852.SZ,石化机械,A股,..\data\a_share\000852.SZ.csv
002537.SZ,海联金汇,A股,..\data\a_share\002537.SZ.csv
002539.SZ,云图控股,A股,..\data\a_share\002539.SZ.csv
688100.SH,威胜信息,A股,..\data\a_share\688100.SH.csv
600359.SH,新农开发,A股,..\data\a_share\600359.SH.csv
688513.SH,苑东生物,A股,..\data\a_share\688513.SH.csv
603181.SH,皇马科技,A股,..\data\a_share\603181.SH.csv
600897.SH,厦门空港,A股,..\data\a_share\600897.SH.csv
600861.SH,北京人力,A股,..\data\a_share\600861.SH.csv
601788.SH,光大证券,A股,..\data\a_share\601788.SH.csv
600528.SH,中铁工业,A股,..\data\a_share\600528.SH.csv
002984.SZ,森麒麟,A股,..\data\a_share\002984.SZ.csv
600956.SH,新天绿能,A股,..\data\a_share\600956.SH.csv
601918.SH,新集能源,A股,..\data\a_share\601918.SH.csv
603065.SH,宿迁联盛,A股,..\data\a_share\603065.SH.csv
000501.SZ,武商集团,A股,..\data\a_share\000501.SZ.csv
000009.SZ,中国宝安,A股,..\data\a_share\000009.SZ.csv
300492.SZ,华图山鼎,A股,..\data\a_share\300492.SZ.csv
920808.SH,曙光数创,A股,..\data\a_share\920808.SH.csv
301335.SZ,天元宠物,A股,..\data\a_share\301335.SZ.csv
002001.SZ,新 和 成,A股,..\data\a_share\002001.SZ.csv
002951.SZ,金时科技,A股,..\data\a_share\002951.SZ.csv
688505.SH,复旦张江,A股,..\data\a_share\688505.SH.csv
603366.SH,日出东方,A股,..\data\a_share\603366.SH.csv
301536.SZ,星宸科技,A股,..\data\a_share\301536.SZ.csv
301233.SZ,盛帮股份,A股,..\data\a_share\301233.SZ.csv
002546.SZ,新联电子,A股,..\data\a_share\002546.SZ.csv
300008.SZ,天海防务,A股,..\data\a_share\300008.SZ.csv
301081.SZ,严牌股份,A股,..\data\a_share\301081.SZ.csv
301515.SZ,港通医疗,A股,..\data\a_share\301515.SZ.csv
601065.SH,江盐集团,A股,..\data\a_share\601065.SH.csv
300538.SZ,同益股份,A股,..\data\a_share\300538.SZ.csv
603027.SH,千禾味业,A股,..\data\a_share\603027.SH.csv
600694.SH,大商股份,A股,..\data\a_share\600694.SH.csv
688198.SH,佰仁医疗,A股,..\data\a_share\688198.SH.csv
000006.SZ,深振业Ａ,A股,..\data\a_share\000006.SZ.csv
600138.SH,中青旅,A股,..\data\a_share\600138.SH.csv
600562.SH,国睿科技,A股,..\data\a_share\600562.SH.csv
601985.SH,中国核电,A股,..\data\a_share\601985.SH.csv
688025.SH,杰普特,A股,..\data\a_share\688025.SH.csv
300395.SZ,菲利华,A股,..\data\a_share\300395.SZ.csv
300897.SZ,山科智能,A股,..\data\a_share\300897.SZ.csv
300665.SZ,飞鹿股份,A股,..\data\a_share\300665.SZ.csv
002202.SZ,金风科技,A股,..\data\a_share\002202.SZ.csv
002232.SZ,启明信息,A股,..\data\a_share\002232.SZ.csv
601298.SH,青岛港,A股,..\data\a_share\601298.SH.csv
920371.SH,欧福蛋业,A股,..\data\a_share\920371.SH.csv
688685.SH,迈信林,A股,..\data\a_share\688685.SH.csv
688665.SH,四方光电,A股,..\data\a_share\688665.SH.csv
600126.SH,杭钢股份,A股,..\data\a_share\600126.SH.csv
920175.SH,东方碳素,A股,..\data\a_share\920175.SH.csv
600829.SH,人民同泰,A股,..\data\a_share\600829.SH.csv
300925.SZ,法本信息,A股,..\data\a_share\300925.SZ.csv
920627.SH,力王股份,A股,..\data\a_share\920627.SH.csv
920982.SH,锦波生物,A股,..\data\a_share\920982.SH.csv
603716.SH,塞力医疗,A股,..\data\a_share\603716.SH.csv
300015.SZ,爱尔眼科,A股,..\data\a_share\300015.SZ.csv
300835.SZ,龙磁科技,A股,..\data\a_share\300835.SZ.csv
301381.SZ,赛维时代,A股,..\data\a_share\301381.SZ.csv
300127.SZ,银河磁体,A股,..\data\a_share\300127.SZ.csv
688038.SH,中科通达,A股,..\data\a_share\688038.SH.csv
688252.SH,天德钰,A股,..\data\a_share\688252.SH.csv
603202.SH,天有为,A股,..\data\a_share\603202.SH.csv
300250.SZ,初灵信息,A股,..\data\a_share\300250.SZ.csv
000411.SZ,英特集团,A股,..\data\a_share\000411.SZ.csv
301032.SZ,新柴股份,A股,..\data\a_share\301032.SZ.csv
002053.SZ,云南能投,A股,..\data\a_share\002053.SZ.csv
001201.SZ,东瑞股份,A股,..\data\a_share\001201.SZ.csv
688114.SH,华大智造,A股,..\data\a_share\688114.SH.csv
002579.SZ,中京电子,A股,..\data\a_share\002579.SZ.csv
