symbol,name,market,csv
600768.SH,宁波富邦,A股,..\data\a_share\600768.SH.csv
002802.SZ,洪汇新材,A股,..\data\a_share\002802.SZ.csv
600444.SH,国机通用,A股,..\data\a_share\600444.SH.csv
002347.SZ,泰尔股份,A股,..\data\a_share\002347.SZ.csv
301591.SZ,肯特股份,A股,..\data\a_share\301591.SZ.csv
300878.SZ,维康药业,A股,..\data\a_share\300878.SZ.csv
300081.SZ,ST恒信,A股,..\data\a_share\300081.SZ.csv
605133.SH,嵘泰股份,A股,..\data\a_share\605133.SH.csv
920242.SH,建邦科技,A股,..\data\a_share\920242.SH.csv
301278.SZ,快可电子,A股,..\data\a_share\301278.SZ.csv
688686.SH,奥普特,A股,..\data\a_share\688686.SH.csv
300660.SZ,江苏雷利,A股,..\data\a_share\300660.SZ.csv
300246.SZ,宝莱特,A股,..\data\a_share\300246.SZ.csv
300209.SZ,行云科技,A股,..\data\a_share\300209.SZ.csv
603912.SH,佳力图,A股,..\data\a_share\603912.SH.csv
002890.SZ,弘宇股份,A股,..\data\a_share\002890.SZ.csv
920191.SH,瑞尔竞达,A股,..\data\a_share\920191.SH.csv
688288.SH,鸿泉技术,A股,..\data\a_share\688288.SH.csv
302132.SZ,中航成飞,A股,..\data\a_share\302132.SZ.csv
605177.SH,东亚药业,A股,..\data\a_share\605177.SH.csv
600664.SH,哈药股份,A股,..\data\a_share\600664.SH.csv
603352.SH,至信股份,A股,..\data\a_share\603352.SH.csv
003021.SZ,兆威机电,A股,..\data\a_share\003021.SZ.csv
002998.SZ,优彩资源,A股,..\data\a_share\002998.SZ.csv
002708.SZ,光洋股份,A股,..\data\a_share\002708.SZ.csv
300451.SZ,创业慧康,A股,..\data\a_share\300451.SZ.csv
300956.SZ,英力股份,A股,..\data\a_share\300956.SZ.csv
603169.SH,兰石重装,A股,..\data\a_share\603169.SH.csv
300295.SZ,*ST三六,A股,..\data\a_share\300295.SZ.csv
002855.SZ,捷荣技术,A股,..\data\a_share\002855.SZ.csv
603220.SH,中贝通信,A股,..\data\a_share\603220.SH.csv
920368.SH,连城数控,A股,..\data\a_share\920368.SH.csv
002050.SZ,三花智控,A股,..\data\a_share\002050.SZ.csv
002879.SZ,长缆科技,A股,..\data\a_share\002879.SZ.csv
605167.SH,利柏特,A股,..\data\a_share\605167.SH.csv
920651.SH,天罡股份,A股,..\data\a_share\920651.SH.csv
603789.SH,*ST星农,A股,..\data\a_share\603789.SH.csv
002166.SZ,莱茵生物,A股,..\data\a_share\002166.SZ.csv
300746.SZ,汉嘉数智,A股,..\data\a_share\300746.SZ.csv
301628.SZ,强达电路,A股,..\data\a_share\301628.SZ.csv
001360.SZ,南矿集团,A股,..\data\a_share\001360.SZ.csv
300635.SZ,中达安,A股,..\data\a_share\300635.SZ.csv
002443.SZ,金洲管道,A股,..\data\a_share\002443.SZ.csv
002062.SZ,宏润建设,A股,..\data\a_share\002062.SZ.csv
300643.SZ,万通智控,A股,..\data\a_share\300643.SZ.csv
603075.SH,热威股份,A股,..\data\a_share\603075.SH.csv
300100.SZ,双林股份,A股,..\data\a_share\300100.SZ.csv
301186.SZ,超达装备,A股,..\data\a_share\301186.SZ.csv
002752.SZ,昇兴股份,A股,..\data\a_share\002752.SZ.csv
603826.SH,坤彩科技,A股,..\data\a_share\603826.SH.csv
000901.SZ,航天科技,A股,..\data\a_share\000901.SZ.csv
600850.SH,电科数字,A股,..\data\a_share\600850.SH.csv
301535.SZ,浙江华远,A股,..\data\a_share\301535.SZ.csv
603150.SH,万朗磁塑,A股,..\data\a_share\603150.SH.csv
603370.SH,华新精科,A股,..\data\a_share\603370.SH.csv
000518.SZ,*ST四环,A股,..\data\a_share\000518.SZ.csv
603192.SH,汇得科技,A股,..\data\a_share\603192.SH.csv
301135.SZ,瑞德智能,A股,..\data\a_share\301135.SZ.csv
300125.SZ,*ST聆达,A股,..\data\a_share\300125.SZ.csv
301359.SZ,东南电子,A股,..\data\a_share\301359.SZ.csv
920454.SH,同心传动,A股,..\data\a_share\920454.SH.csv
300997.SZ,欢乐家,A股,..\data\a_share\300997.SZ.csv
603809.SH,豪能股份,A股,..\data\a_share\603809.SH.csv
000609.SZ,*ST中迪,A股,..\data\a_share\000609.SZ.csv
920212.SH,智新电子,A股,..\data\a_share\920212.SH.csv
688119.SH,中钢洛耐,A股,..\data\a_share\688119.SH.csv
001299.SZ,美能能源,A股,..\data\a_share\001299.SZ.csv
002747.SZ,埃斯顿,A股,..\data\a_share\002747.SZ.csv
002305.SZ,*ST南置,A股,..\data\a_share\002305.SZ.csv
603025.SH,大豪科技,A股,..\data\a_share\603025.SH.csv
002592.SZ,ST八菱,A股,..\data\a_share\002592.SZ.csv
301156.SZ,美农生物,A股,..\data\a_share\301156.SZ.csv
603966.SH,法兰泰克,A股,..\data\a_share\603966.SH.csv
688210.SH,统联精密,A股,..\data\a_share\688210.SH.csv
605488.SH,福莱新材,A股,..\data\a_share\605488.SH.csv
600282.SH,南钢股份,A股,..\data\a_share\600282.SH.csv
600802.SH,福建水泥,A股,..\data\a_share\600802.SH.csv
603375.SH,盛景微,A股,..\data\a_share\603375.SH.csv
300829.SZ,金丹科技,A股,..\data\a_share\300829.SZ.csv
603118.SH,共进股份,A股,..\data\a_share\603118.SH.csv
688163.SH,赛伦生物,A股,..\data\a_share\688163.SH.csv
000902.SZ,新洋丰,A股,..\data\a_share\000902.SZ.csv
300810.SZ,中科海讯,A股,..\data\a_share\300810.SZ.csv
600051.SH,宁波联合,A股,..\data\a_share\600051.SH.csv
920834.SH,三维装备,A股,..\data\a_share\920834.SH.csv
002571.SZ,德力股份,A股,..\data\a_share\002571.SZ.csv
601512.SH,中新集团,A股,..\data\a_share\601512.SH.csv
688515.SH,裕太微-U,A股,..\data\a_share\688515.SH.csv
688320.SH,禾川科技,A股,..\data\a_share\688320.SH.csv
300096.SZ,ST易联众,A股,..\data\a_share\300096.SZ.csv
603082.SH,北自科技,A股,..\data\a_share\603082.SH.csv
300463.SZ,迈克生物,A股,..\data\a_share\300463.SZ.csv
002235.SZ,安妮股份,A股,..\data\a_share\002235.SZ.csv
300053.SZ,航宇微,A股,..\data\a_share\300053.SZ.csv
001369.SZ,双欣材料,A股,..\data\a_share\001369.SZ.csv
600271.SH,航天信息,A股,..\data\a_share\600271.SH.csv
600698.SH,湖南天雁,A股,..\data\a_share\600698.SH.csv
000652.SZ,泰达股份,A股,..\data\a_share\000652.SZ.csv
600107.SH,*ST尔雅,A股,..\data\a_share\600107.SH.csv
600969.SH,郴电国际,A股,..\data\a_share\600969.SH.csv
002638.SZ,勤上股份,A股,..\data\a_share\002638.SZ.csv
002475.SZ,立讯精密,A股,..\data\a_share\002475.SZ.csv
002899.SZ,英派斯,A股,..\data\a_share\002899.SZ.csv
300036.SZ,超图软件,A股,..\data\a_share\300036.SZ.csv
001270.SZ,*ST铖昌,A股,..\data\a_share\001270.SZ.csv
300509.SZ,新美星,A股,..\data\a_share\300509.SZ.csv
301513.SZ,尚水智能,A股,..\data\a_share\301513.SZ.csv
300269.SZ,联建光电,A股,..\data\a_share\300269.SZ.csv
002718.SZ,友邦吊顶,A股,..\data\a_share\002718.SZ.csv
002331.SZ,皖通科技,A股,..\data\a_share\002331.SZ.csv
920121.SH,江天科技,A股,..\data\a_share\920121.SH.csv
603042.SH,华脉科技,A股,..\data\a_share\603042.SH.csv
605166.SH,聚合顺,A股,..\data\a_share\605166.SH.csv
920642.SH,通易航天,A股,..\data\a_share\920642.SH.csv
300532.SZ,今天国际,A股,..\data\a_share\300532.SZ.csv
300938.SZ,信测标准,A股,..\data\a_share\300938.SZ.csv
600990.SH,四创电子,A股,..\data\a_share\600990.SH.csv
600316.SH,洪都航空,A股,..\data\a_share\600316.SH.csv
920799.SH,艾融软件,A股,..\data\a_share\920799.SH.csv
002715.SZ,登云股份,A股,..\data\a_share\002715.SZ.csv
600658.SH,电子城,A股,..\data\a_share\600658.SH.csv
920768.SH,拾比佰,A股,..\data\a_share\920768.SH.csv
002652.SZ,扬子新材,A股,..\data\a_share\002652.SZ.csv
603535.SH,嘉诚国际,A股,..\data\a_share\603535.SH.csv
301130.SZ,西点药业,A股,..\data\a_share\301130.SZ.csv
601588.SH,北辰实业,A股,..\data\a_share\601588.SH.csv
605318.SH,法狮龙,A股,..\data\a_share\605318.SH.csv
688539.SH,高华科技,A股,..\data\a_share\688539.SH.csv
300417.SZ,南华仪器,A股,..\data\a_share\300417.SZ.csv
600235.SH,民丰特纸,A股,..\data\a_share\600235.SH.csv
301363.SZ,美好医疗,A股,..\data\a_share\301363.SZ.csv
000561.SZ,烽火电子,A股,..\data\a_share\000561.SZ.csv
600710.SH,苏美达,A股,..\data\a_share\600710.SH.csv
000798.SZ,中水渔业,A股,..\data\a_share\000798.SZ.csv
688722.SH,同益中,A股,..\data\a_share\688722.SH.csv
002903.SZ,宇环数控,A股,..\data\a_share\002903.SZ.csv
920026.SH,卓兆点胶,A股,..\data\a_share\920026.SH.csv
300212.SZ,*ST易录,A股,..\data\a_share\300212.SZ.csv
603903.SH,中持股份,A股,..\data\a_share\603903.SH.csv
002403.SZ,爱仕达,A股,..\data\a_share\002403.SZ.csv
603825.SH,ST华扬,A股,..\data\a_share\603825.SH.csv
600594.SH,益佰制药,A股,..\data\a_share\600594.SH.csv
300826.SZ,测绘股份,A股,..\data\a_share\300826.SZ.csv
002779.SZ,中坚科技,A股,..\data\a_share\002779.SZ.csv
000761.SZ,本钢板材,A股,..\data\a_share\000761.SZ.csv
920564.SH,天润科技,A股,..\data\a_share\920564.SH.csv
603458.SH,勘设股份,A股,..\data\a_share\603458.SH.csv
600429.SH,三元股份,A股,..\data\a_share\600429.SH.csv
002574.SZ,明牌珠宝,A股,..\data\a_share\002574.SZ.csv
002242.SZ,九阳股份,A股,..\data\a_share\002242.SZ.csv
002012.SZ,凯恩股份,A股,..\data\a_share\002012.SZ.csv
600082.SH,ST海泰,A股,..\data\a_share\600082.SH.csv
601880.SH,辽港股份,A股,..\data\a_share\601880.SH.csv
300823.SZ,建科智能,A股,..\data\a_share\300823.SZ.csv
600362.SH,江西铜业,A股,..\data\a_share\600362.SH.csv
002139.SZ,拓邦股份,A股,..\data\a_share\002139.SZ.csv
300441.SZ,鲍斯股份,A股,..\data\a_share\300441.SZ.csv
000505.SZ,京粮控股,A股,..\data\a_share\000505.SZ.csv
300278.SZ,华昌达,A股,..\data\a_share\300278.SZ.csv
300460.SZ,ST惠伦,A股,..\data\a_share\300460.SZ.csv
002730.SZ,电光科技,A股,..\data\a_share\002730.SZ.csv
002412.SZ,汉森制药,A股,..\data\a_share\002412.SZ.csv
603092.SH,德力佳,A股,..\data\a_share\603092.SH.csv
920039.SH,国义招标,A股,..\data\a_share\920039.SH.csv
002389.SZ,航天彩虹,A股,..\data\a_share\002389.SZ.csv
300838.SZ,浙江力诺,A股,..\data\a_share\300838.SZ.csv
000908.SZ,ST景峰,A股,..\data\a_share\000908.SZ.csv
688286.SH,敏芯股份,A股,..\data\a_share\688286.SH.csv
300453.SZ,三鑫医疗,A股,..\data\a_share\300453.SZ.csv
688788.SH,科思科技,A股,..\data\a_share\688788.SH.csv
603567.SH,珍宝岛,A股,..\data\a_share\603567.SH.csv
300396.SZ,ST迪瑞,A股,..\data\a_share\300396.SZ.csv
002856.SZ,*ST美芝,A股,..\data\a_share\002856.SZ.csv
002279.SZ,久其软件,A股,..\data\a_share\002279.SZ.csv
000506.SZ,招金黄金,A股,..\data\a_share\000506.SZ.csv
000988.SZ,华工科技,A股,..\data\a_share\000988.SZ.csv
001212.SZ,中旗新材,A股,..\data\a_share\001212.SZ.csv
000576.SZ,甘化科工,A股,..\data\a_share\000576.SZ.csv
300311.SZ,ST任子行,A股,..\data\a_share\300311.SZ.csv
605005.SH,合兴股份,A股,..\data\a_share\605005.SH.csv
300175.SZ,ST朗源,A股,..\data\a_share\300175.SZ.csv
300855.SZ,图南股份,A股,..\data\a_share\300855.SZ.csv
300557.SZ,理工光科,A股,..\data\a_share\300557.SZ.csv
688079.SH,美迪凯,A股,..\data\a_share\688079.SH.csv
300806.SZ,斯迪克,A股,..\data\a_share\300806.SZ.csv
688359.SH,三孚新科,A股,..\data\a_share\688359.SH.csv
301348.SZ,蓝箭电子,A股,..\data\a_share\301348.SZ.csv
002544.SZ,普天科技,A股,..\data\a_share\002544.SZ.csv
688146.SH,中船特气,A股,..\data\a_share\688146.SH.csv
300446.SZ,航天智造,A股,..\data\a_share\300446.SZ.csv
688677.SH,海泰新光,A股,..\data\a_share\688677.SH.csv
002777.SZ,久远银海,A股,..\data\a_share\002777.SZ.csv
301080.SZ,百普赛斯,A股,..\data\a_share\301080.SZ.csv
920961.SH,创远信科,A股,..\data\a_share\920961.SH.csv
600182.SH,S佳通,A股,..\data\a_share\600182.SH.csv
688169.SH,石头科技,A股,..\data\a_share\688169.SH.csv
301228.SZ,实朴检测,A股,..\data\a_share\301228.SZ.csv
300898.SZ,熊猫乳品,A股,..\data\a_share\300898.SZ.csv
301060.SZ,兰卫医学,A股,..\data\a_share\301060.SZ.csv
300844.SZ,山水比德,A股,..\data\a_share\300844.SZ.csv
001325.SZ,元创股份,A股,..\data\a_share\001325.SZ.csv
000029.SZ,深深房Ａ,A股,..\data\a_share\000029.SZ.csv
002813.SZ,路畅科技,A股,..\data\a_share\002813.SZ.csv
002243.SZ,力合科创,A股,..\data\a_share\002243.SZ.csv
600333.SH,长春燃气,A股,..\data\a_share\600333.SH.csv
920339.SH,恒太照明,A股,..\data\a_share\920339.SH.csv
688426.SH,康为世纪,A股,..\data\a_share\688426.SH.csv
301586.SZ,佳力奇,A股,..\data\a_share\301586.SZ.csv
603406.SH,天富龙,A股,..\data\a_share\603406.SH.csv
920022.SH,世昌股份,A股,..\data\a_share\920022.SH.csv
300580.SZ,贝斯特,A股,..\data\a_share\300580.SZ.csv
000716.SZ,黑芝麻,A股,..\data\a_share\000716.SZ.csv
920885.SH,星辰科技,A股,..\data\a_share\920885.SH.csv
002452.SZ,长高电新,A股,..\data\a_share\002452.SZ.csv
300814.SZ,中富电路,A股,..\data\a_share\300814.SZ.csv
002225.SZ,濮耐股份,A股,..\data\a_share\002225.SZ.csv
300484.SZ,蓝海华腾,A股,..\data\a_share\300484.SZ.csv
002649.SZ,博彦科技,A股,..\data\a_share\002649.SZ.csv
688371.SH,菲沃泰,A股,..\data\a_share\688371.SH.csv
000031.SZ,大悦城,A股,..\data\a_share\000031.SZ.csv
000586.SZ,汇源通信,A股,..\data\a_share\000586.SZ.csv
002079.SZ,苏州固锝,A股,..\data\a_share\002079.SZ.csv
688786.SH,悦安新材,A股,..\data\a_share\688786.SH.csv
688697.SH,纽威数控,A股,..\data\a_share\688697.SH.csv
002382.SZ,蓝帆医疗,A股,..\data\a_share\002382.SZ.csv
000733.SZ,振华科技,A股,..\data\a_share\000733.SZ.csv
920014.SH,特瑞斯,A股,..\data\a_share\920014.SH.csv
600749.SH,西藏旅游,A股,..\data\a_share\600749.SH.csv
300248.SZ,新开普,A股,..\data\a_share\300248.SZ.csv
002250.SZ,联化科技,A股,..\data\a_share\002250.SZ.csv
605077.SH,华康股份,A股,..\data\a_share\605077.SH.csv
002762.SZ,*ST金比,A股,..\data\a_share\002762.SZ.csv
001391.SZ,国货航,A股,..\data\a_share\001391.SZ.csv
300271.SZ,华宇软件,A股,..\data\a_share\300271.SZ.csv
002775.SZ,文科股份,A股,..\data\a_share\002775.SZ.csv
002094.SZ,青岛金王,A股,..\data\a_share\002094.SZ.csv
002949.SZ,华阳国际,A股,..\data\a_share\002949.SZ.csv
920000.SH,安徽凤凰,A股,..\data\a_share\920000.SH.csv
002480.SZ,新筑股份,A股,..\data\a_share\002480.SZ.csv
301093.SZ,华兰股份,A股,..\data\a_share\301093.SZ.csv
920130.SH,立方控股,A股,..\data\a_share\920130.SH.csv
000011.SZ,深物业A,A股,..\data\a_share\000011.SZ.csv
002446.SZ,盛路通信,A股,..\data\a_share\002446.SZ.csv
600257.SH,大湖股份,A股,..\data\a_share\600257.SH.csv
300652.SZ,雷迪克,A股,..\data\a_share\300652.SZ.csv
600973.SH,宝胜股份,A股,..\data\a_share\600973.SH.csv
603048.SH,浙江黎明,A股,..\data\a_share\603048.SH.csv
603336.SH,宏辉果蔬,A股,..\data\a_share\603336.SH.csv
300833.SZ,浩洋股份,A股,..\data\a_share\300833.SZ.csv
300825.SZ,阿尔特,A股,..\data\a_share\300825.SZ.csv
000560.SZ,我爱我家,A股,..\data\a_share\000560.SZ.csv
301235.SZ,华康洁净,A股,..\data\a_share\301235.SZ.csv
603838.SH,*ST四通,A股,..\data\a_share\603838.SH.csv
920726.SH,朱老六,A股,..\data\a_share\920726.SH.csv
301095.SZ,广立微,A股,..\data\a_share\301095.SZ.csv
300078.SZ,思创智联,A股,..\data\a_share\300078.SZ.csv
920833.SH,美心翼申,A股,..\data\a_share\920833.SH.csv
300034.SZ,钢研高纳,A股,..\data\a_share\300034.SZ.csv
920006.SH,晟楠科技,A股,..\data\a_share\920006.SH.csv
300818.SZ,耐普矿机,A股,..\data\a_share\300818.SZ.csv
600397.SH,江钨装备,A股,..\data\a_share\600397.SH.csv
000410.SZ,沈阳机床,A股,..\data\a_share\000410.SZ.csv
002494.SZ,华斯股份,A股,..\data\a_share\002494.SZ.csv
600185.SH,珠免集团,A股,..\data\a_share\600185.SH.csv
688597.SH,煜邦电力,A股,..\data\a_share\688597.SH.csv
920751.SH,惠同新材,A股,..\data\a_share\920751.SH.csv
603800.SH,洪田股份,A股,..\data\a_share\603800.SH.csv
301172.SZ,君逸数码,A股,..\data\a_share\301172.SZ.csv
002037.SZ,保利联合,A股,..\data\a_share\002037.SZ.csv
300912.SZ,凯龙高科,A股,..\data\a_share\300912.SZ.csv
002023.SZ,海特高新,A股,..\data\a_share\002023.SZ.csv
002098.SZ,浔兴股份,A股,..\data\a_share\002098.SZ.csv
000551.SZ,创元科技,A股,..\data\a_share\000551.SZ.csv
002496.SZ,*ST辉丰,A股,..\data\a_share\002496.SZ.csv
603697.SH,有友食品,A股,..\data\a_share\603697.SH.csv
600579.SH,中化装备,A股,..\data\a_share\600579.SH.csv
688281.SH,华秦科技,A股,..\data\a_share\688281.SH.csv
300161.SZ,华中数控,A股,..\data\a_share\300161.SZ.csv
002065.SZ,东华软件,A股,..\data\a_share\002065.SZ.csv
002327.SZ,富安娜,A股,..\data\a_share\002327.SZ.csv
603093.SH,南华期货,A股,..\data\a_share\603093.SH.csv
001296.SZ,长江材料,A股,..\data\a_share\001296.SZ.csv
603822.SH,ST嘉澳,A股,..\data\a_share\603822.SH.csv
600322.SH,津投城开,A股,..\data\a_share\600322.SH.csv
000887.SZ,中鼎股份,A股,..\data\a_share\000887.SZ.csv
003030.SZ,祖名股份,A股,..\data\a_share\003030.SZ.csv
688727.SH,恒坤新材,A股,..\data\a_share\688727.SH.csv
300279.SZ,和晶科技,A股,..\data\a_share\300279.SZ.csv
603787.SH,新日股份,A股,..\data\a_share\603787.SH.csv
600736.SH,苏州高新,A股,..\data\a_share\600736.SH.csv
301041.SZ,金百泽,A股,..\data\a_share\301041.SZ.csv
603936.SH,博敏电子,A股,..\data\a_share\603936.SH.csv
301181.SZ,标榜股份,A股,..\data\a_share\301181.SZ.csv
300967.SZ,晓鸣股份,A股,..\data\a_share\300967.SZ.csv
600798.SH,宁波海运,A股,..\data\a_share\600798.SH.csv
920092.SH,汉鑫科技,A股,..\data\a_share\920092.SH.csv
002165.SZ,红 宝 丽,A股,..\data\a_share\002165.SZ.csv
002252.SZ,上海莱士,A股,..\data\a_share\002252.SZ.csv
002626.SZ,金达威,A股,..\data\a_share\002626.SZ.csv
920407.SH,驰诚股份,A股,..\data\a_share\920407.SH.csv
300589.SZ,江龙船艇,A股,..\data\a_share\300589.SZ.csv
300627.SZ,华测导航,A股,..\data\a_share\300627.SZ.csv
300472.SZ,*ST新元,A股,..\data\a_share\300472.SZ.csv
603396.SH,金辰股份,A股,..\data\a_share\603396.SH.csv
688132.SH,邦彦技术,A股,..\data\a_share\688132.SH.csv
002864.SZ,盘龙药业,A股,..\data\a_share\002864.SZ.csv
600215.SH,派斯林,A股,..\data\a_share\600215.SH.csv
300731.SZ,科创新源,A股,..\data\a_share\300731.SZ.csv
600764.SH,中国海防,A股,..\data\a_share\600764.SH.csv
000593.SZ,德龙汇能,A股,..\data\a_share\000593.SZ.csv
002863.SZ,今飞凯达,A股,..\data\a_share\002863.SZ.csv
002219.SZ,新里程,A股,..\data\a_share\002219.SZ.csv
603818.SH,曲美家居,A股,..\data\a_share\603818.SH.csv
300024.SZ,机器人,A股,..\data\a_share\300024.SZ.csv
002046.SZ,国机精工,A股,..\data\a_share\002046.SZ.csv
300147.SZ,*ST香雪,A股,..\data\a_share\300147.SZ.csv
000838.SZ,*ST发展,A股,..\data\a_share\000838.SZ.csv
000906.SZ,浙商中拓,A股,..\data\a_share\000906.SZ.csv
000813.SZ,德展健康,A股,..\data\a_share\000813.SZ.csv
002197.SZ,证通电子,A股,..\data\a_share\002197.SZ.csv
300784.SZ,利安科技,A股,..\data\a_share\300784.SZ.csv
688031.SH,星环科技-U,A股,..\data\a_share\688031.SH.csv
301117.SZ,佳缘科技,A股,..\data\a_share\301117.SZ.csv
600605.SH,汇通能源,A股,..\data\a_share\600605.SH.csv
688420.SH,美腾科技,A股,..\data\a_share\688420.SH.csv
300503.SZ,昊志机电,A股,..\data\a_share\300503.SZ.csv
688443.SH,智翔金泰-U,A股,..\data\a_share\688443.SH.csv
603172.SH,万丰股份,A股,..\data\a_share\603172.SH.csv
688355.SH,明志科技,A股,..\data\a_share\688355.SH.csv
300876.SZ,蒙泰高新,A股,..\data\a_share\300876.SZ.csv
300674.SZ,宇信科技,A股,..\data\a_share\300674.SZ.csv
603369.SH,今世缘,A股,..\data\a_share\603369.SH.csv
300985.SZ,致远新能,A股,..\data\a_share\300985.SZ.csv
002878.SZ,元隆雅图,A股,..\data\a_share\002878.SZ.csv
920160.SH,北矿检测,A股,..\data\a_share\920160.SH.csv
002492.SZ,恒基达鑫,A股,..\data\a_share\002492.SZ.csv
301050.SZ,雷电微力,A股,..\data\a_share\301050.SZ.csv
300869.SZ,康泰医学,A股,..\data\a_share\300869.SZ.csv
000825.SZ,太钢不锈,A股,..\data\a_share\000825.SZ.csv
603085.SH,天成自控,A股,..\data\a_share\603085.SH.csv
002471.SZ,中超控股,A股,..\data\a_share\002471.SZ.csv
002724.SZ,海洋王,A股,..\data\a_share\002724.SZ.csv
920066.SH,科拜尔,A股,..\data\a_share\920066.SH.csv
603626.SH,科森科技,A股,..\data\a_share\603626.SH.csv
300131.SZ,英唐智控,A股,..\data\a_share\300131.SZ.csv
688458.SH,美芯晟,A股,..\data\a_share\688458.SH.csv
688661.SH,和林微纳,A股,..\data\a_share\688661.SH.csv
002628.SZ,成都路桥,A股,..\data\a_share\002628.SZ.csv
688767.SH,博拓生物,A股,..\data\a_share\688767.SH.csv
688189.SH,南新制药,A股,..\data\a_share\688189.SH.csv
002465.SZ,海格通信,A股,..\data\a_share\002465.SZ.csv
688618.SH,三旺通信,A股,..\data\a_share\688618.SH.csv
000837.SZ,秦川机床,A股,..\data\a_share\000837.SZ.csv
601208.SH,东材科技,A股,..\data\a_share\601208.SH.csv
688558.SH,国盛智科,A股,..\data\a_share\688558.SH.csv
002768.SZ,国恩股份,A股,..\data\a_share\002768.SZ.csv
002249.SZ,大洋电机,A股,..\data\a_share\002249.SZ.csv
920640.SH,富士达,A股,..\data\a_share\920640.SH.csv
920050.SH,爱舍伦,A股,..\data\a_share\920050.SH.csv
300822.SZ,贝仕达克,A股,..\data\a_share\300822.SZ.csv
003035.SZ,南网能源,A股,..\data\a_share\003035.SZ.csv
600308.SH,华泰股份,A股,..\data\a_share\600308.SH.csv
002634.SZ,*ST棒杰,A股,..\data\a_share\002634.SZ.csv
920158.SH,长江能科,A股,..\data\a_share\920158.SH.csv
002651.SZ,利君股份,A股,..\data\a_share\002651.SZ.csv
301503.SZ,智迪科技,A股,..\data\a_share\301503.SZ.csv
605080.SH,浙江自然,A股,..\data\a_share\605080.SH.csv
002803.SZ,吉宏股份,A股,..\data\a_share\002803.SZ.csv
601869.SH,长飞光纤,A股,..\data\a_share\601869.SH.csv
920469.SH,富恒新材,A股,..\data\a_share\920469.SH.csv
000430.SZ,ST张家界,A股,..\data\a_share\000430.SZ.csv
920976.SH,视声智能,A股,..\data\a_share\920976.SH.csv
601155.SH,新城控股,A股,..\data\a_share\601155.SH.csv
002790.SZ,瑞尔特,A股,..\data\a_share\002790.SZ.csv
603208.SH,江山欧派,A股,..\data\a_share\603208.SH.csv
688277.SH,天智航-U,A股,..\data\a_share\688277.SH.csv
301337.SZ,亚华电子,A股,..\data\a_share\301337.SZ.csv
000886.SZ,海南高速,A股,..\data\a_share\000886.SZ.csv
920019.SH,铜冠矿建,A股,..\data\a_share\920019.SH.csv
300694.SZ,蠡湖股份,A股,..\data\a_share\300694.SZ.csv
301232.SZ,飞沃科技,A股,..\data\a_share\301232.SZ.csv
002630.SZ,*ST华西,A股,..\data\a_share\002630.SZ.csv
600543.SH,*ST莫高,A股,..\data\a_share\600543.SH.csv
001222.SZ,源飞宠物,A股,..\data\a_share\001222.SZ.csv
300225.SZ,*ST金泰,A股,..\data\a_share\300225.SZ.csv
601975.SH,招商南油,A股,..\data\a_share\601975.SH.csv
300471.SZ,厚普股份,A股,..\data\a_share\300471.SZ.csv
002303.SZ,美盈森,A股,..\data\a_share\002303.SZ.csv
688659.SH,元琛科技,A股,..\data\a_share\688659.SH.csv
300031.SZ,宝通科技,A股,..\data\a_share\300031.SZ.csv
300386.SZ,飞天诚信,A股,..\data\a_share\300386.SZ.csv
300837.SZ,浙矿股份,A股,..\data\a_share\300837.SZ.csv
000503.SZ,国新健康,A股,..\data\a_share\000503.SZ.csv
301127.SZ,武汉天源,A股,..\data\a_share\301127.SZ.csv
301618.SZ,长联科技,A股,..\data\a_share\301618.SZ.csv
301038.SZ,深水规院,A股,..\data\a_share\301038.SZ.csv
002022.SZ,科华生物,A股,..\data\a_share\002022.SZ.csv
001282.SZ,三联锻造,A股,..\data\a_share\001282.SZ.csv
920414.SH,欧普泰,A股,..\data\a_share\920414.SH.csv
000566.SZ,海南海药,A股,..\data\a_share\000566.SZ.csv
300597.SZ,吉大通信,A股,..\data\a_share\300597.SZ.csv
300294.SZ,博雅生物,A股,..\data\a_share\300294.SZ.csv
002968.SZ,新大正,A股,..\data\a_share\002968.SZ.csv
600515.SH,海南机场,A股,..\data\a_share\600515.SH.csv
301511.SZ,德福科技,A股,..\data\a_share\301511.SZ.csv
603698.SH,航天工程,A股,..\data\a_share\603698.SH.csv
603282.SH,亚光股份,A股,..\data\a_share\603282.SH.csv
920112.SH,巴兰仕,A股,..\data\a_share\920112.SH.csv
688007.SH,光峰科技,A股,..\data\a_share\688007.SH.csv
603725.SH,天安新材,A股,..\data\a_share\603725.SH.csv
600203.SH,福日电子,A股,..\data\a_share\600203.SH.csv
688126.SH,沪硅产业,A股,..\data\a_share\688126.SH.csv
300123.SZ,ST亚光,A股,..\data\a_share\300123.SZ.csv
002719.SZ,ST麦趣,A股,..\data\a_share\002719.SZ.csv
301217.SZ,铜冠铜箔,A股,..\data\a_share\301217.SZ.csv
603897.SH,长城科技,A股,..\data\a_share\603897.SH.csv
600960.SH,渤海汽车,A股,..\data\a_share\600960.SH.csv
002705.SZ,新宝股份,A股,..\data\a_share\002705.SZ.csv
002462.SZ,嘉事堂,A股,..\data\a_share\002462.SZ.csv
920608.SH,丰安股份,A股,..\data\a_share\920608.SH.csv
300555.SZ,ST路通,A股,..\data\a_share\300555.SZ.csv
002728.SZ,特一药业,A股,..\data\a_share\002728.SZ.csv
